-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,
-2,37,36,35,34,33,32,33,34,35,36,37,36,-2,-2,37,38,37,36,35,34,33,34,35,36,37,38,-2,
-2,36,-2,-2,-2,-2,31,-2,-2,-2,-2,-2,35,-2,-2,36,-2,-2,-2,-2,-2,32,-2,-2,-2,-2,37,-2,
-2,35,-2,-2,-2,-2,30,-2,-2,-2,-2,-2,34,-2,-2,35,-2,-2,-2,-2,-2,31,-2,-2,-2,-2,36,-2,
-2,34,33,32,31,30,29,30,29,30,31,32,33,34,35,34,33,32,31,30,31,30,31,32,33,34,35,-2,
-2,33,-2,-2,-2,-2,28,-2,28,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,29,-2,29,-2,-2,-2,-2,34,-2,
-2,32,31,30,29,28,27,-2,27,-2,25,26,27,-2,-2,28,27,26,-2,28,-2,28,29,30,31,32,33,-2,
-2,-2,-2,-2,-2,-2,26,-2,26,25,24,25,26,-2,-2,27,26,25,26,27,-2,27,-2,-2,-2,-2,-2,-2,
-2,-2,-2,-2,-2,-2,25,-2,-2,-2,23,24,-2,-2,-2,-2,25,24,-2,-2,-2,26,-2,-2,-2,-2,-2,-2,
-2,29,28,27,26,25,24,-2,-2,-2,22,23,-2,-2,-2,-2,24,23,-2,-2,-2,25,26,27,28,29,30,-2,
-2,28,-2,-2,-2,-2,23,-2,-2,-2,21,22,-2,-2,-2,-2,23,22,-2,-2,-2,24,-2,-2,-2,-2,29,-2,
-2,27,-2,-2,-2,-2,22,23,22,21,20,21,22,23,24,23,22,21,22,23,24,23,-2,-2,-2,-2,28,-2,
-2,26,25,24,23,22,21,22,21,20,19,20,21,22,23,22,21,20,21,22,23,22,23,24,25,26,27,-2,
-2,-2,-2,23,-2,-2,20,-2,-2,-2,18,19,-2,-2,-2,-2,20,19,-2,-2,-2,21,-2,-2,24,-2,-2,-2,
-2,-2,-2,22,-2,-2,19,-2,-2,-2,17,18,-2,-2,-2,-2,19,18,-2,-2,-2,20,-2,-2,23,-2,-2,-2,
-2,-2,-2,21,-2,-2,18,-2,-2,-2,16,17,-2,-2,-2,-2,18,17,-2,-2,-2,19,-2,-2,22,-2,-2,-2,
-2,-2,-2,20,19,18,17,16,15,14,15,16,17,18,19,18,17,16,15,16,17,18,19,20,21,-2,-2,-2,
-2,-2,-2,-2,-2,-2,16,-2,-2,13,-2,-2,-2,-2,-2,-2,-2,-2,14,-2,-2,17,-2,-2,-2,-2,-2,-2,
-2,-2,-2,-2,-2,-2,15,-2,-2,12,-2,-2,-2,-2,-2,-2,-2,-2,13,-2,-2,16,-2,-2,-2,-2,-2,-2,
-2,-2,-2,-2,-2,-2,14,-2,-2,11,12,13,12,-2,-2,13,14,13,12,-2,-2,15,-2,-2,-2,-2,-2,-2,
-2,18,17,16,15,14,13,-2,-2,10,-2,-2,11,-2,-2,12,-2,-2,11,-2,-2,14,15,16,17,18,19,-2,
-2,19,-2,-2,-2,-2,12,-2,-2,9,-2,-2,10,-2,-2,11,-2,-2,10,-2,-2,13,-2,-2,-2,-2,20,-2,
-2,20,-2,14,13,12,11,10, 9,8,-2,-2,9,-2,-2,10,-2,-2,9,10,11,12,13,14,15,-2,21,-2,
-2,19,-2,15,14,-2,12,-2,-2,7,6,7,8,9,10,9,8,7,8,-2,-2,13,-2,15,16,-2,20,-2,
-2,18,17,16,15,-2,11,-2,-2,-2,5,-2,-2,-2,-2,-2,-2,6,-2,-2,-2,12,-2,16,17,18,19,-2,
-2,-2,-2,-2,-2,-2,10,-2,-2,-2,4,-2,-2,-2,-2,-2,-2,5,-2,-2,-2,11,-2,-2,-2,-2,-2,-2,
-2,-2,-2,-2,-2,-2,9,-2,-2,-2,3,2,1,0,1,2,3,4,-2,-2,-2,10,-2,-2,-2,-2,-2,-2,
-2,-2,-2,11,10,9,8,7,6,5,4,-2,-2,-2,-2,-2,-2,5,6,7,8,9,10,11,12,-2,-2,-2,
-2,14,13,12,-2,-2,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,10,-2,-2,13,14,15,-2,
-2,15,-2,-2,-2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,11,-2,-2,-2,-2,16,-2,
-2,16,15,14,13,12,11,12,13,14,15,16,17,18,19,18,17,16,15,14,13,12,13,14,15,16,17,-2,
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
